compound_id,safe_id,smiles,category,mw,logp,source
CHEMBL56021,CHEMBL56021,CC(=O)N[C@@H](CC(C)C)C(=O)O,approved_drug,173.21,0.62,chembl
CHEMBL480,CHEMBL480,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,approved_drug,369.37,3.52,chembl
CHEMBL247951,CHEMBL247951,CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,approved_drug,490.56,5.55,chembl
CHEMBL1043,CHEMBL1043,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,approved_drug,248.31,1.68,chembl
CHEMBL110,CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,approved_drug,260.25,1.11,chembl
CHEMBL1200392,CHEMBL1200392,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,approved_drug,388.46,2.86,chembl
CHEMBL761,CHEMBL761,c1ccc2c(CC3=NCCN3)cccc2c1,approved_drug,210.28,2.38,chembl
CHEMBL488,CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,approved_drug,232.28,1.35,chembl
CHEMBL111,CHEMBL111,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,approved_drug,463.8,5.94,chembl
CHEMBL86,CHEMBL86,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,approved_drug,299.8,2.0,chembl
CHEMBL849,CHEMBL849,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,approved_drug,289.54,5.14,chembl
CHEMBL1200463,CHEMBL1200463,O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1.[K+],approved_drug,331.41,-0.3,chembl
CHEMBL607710,CHEMBL607710,NC(=O)OCC(O)COc1ccc(Cl)cc1,approved_drug,245.66,1.18,chembl
CHEMBL113,CHEMBL113,Cn1c(=O)c2c(ncn2C)n(C)c1=O,approved_drug,194.19,-1.03,chembl
CHEMBL1472,CHEMBL1472,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,approved_drug,362.39,-1.81,chembl
CHEMBL3989779,CHEMBL3989779,Cc1ncc(COP(=O)(O)O)c(CN)c1O.O.O,diverse_background,284.21,-1.49,chembl
CHEMBL4297379,CHEMBL4297379,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1C[C@H]1O[C@@H](c3ccco3)O[C@]12C(=O)C[18F],diverse_background,427.5,4.72,chembl
CHEMBL2205807,CHEMBL2205807,Cc1ccc(-c2ccc(C)cn2)nc1,diverse_background,184.24,2.76,chembl
CHEMBL298869,CHEMBL298869,N=C(N)NNS(=O)(=O)c1ccc([N+](=O)[O-])cc1,diverse_background,259.25,-0.73,chembl
CHEMBL1872946,CHEMBL1872946,CC(=O)Nc1ncc([N+](=O)[O-])s1,diverse_background,187.18,1.01,chembl
CHEMBL2107010,CHEMBL2107010,CCCOC(=O)c1ccc(N)cc1,diverse_background,179.22,1.84,chembl
CHEMBL2106108,CHEMBL2106108,CN(C)C(=O)Oc1ccc[n+](Cc2ccccc2)c1.[Br-],diverse_background,337.22,-0.91,chembl
CHEMBL363387,CHEMBL363387,O=C(O)Cn1cc(Cc2nc3c(F)c(F)cc(F)c3s2)c2ccccc21,diverse_background,376.36,4.34,chembl
CHEMBL1794955,CHEMBL1794955,CC(=O)O.N=C(N)Nc1ccc(C(=O)OCC(N)=O)cc1,diverse_background,296.28,-0.28,chembl
CHEMBL2104605,CHEMBL2104605,NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCC(F)(F)F)NS2(=O)=O,diverse_background,425.86,1.31,chembl
CHEMBL1373254,CHEMBL1373254,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,diverse_background,379.89,1.6,chembl
CHEMBL1562084,CHEMBL1562084,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,diverse_background,387.87,1.26,chembl
CHEMBL298756,CHEMBL298756,CN(C)S(=O)(=O)N=C(N)N,diverse_background,166.21,-1.93,chembl
CHEMBL2107546,CHEMBL2107546,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N.Cl,diverse_background,399.92,3.81,chembl
CHEMBL1200405,CHEMBL1200405,CS(=O)(=O)O.Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,diverse_background,557.67,4.67,chembl
CHEMBL1865258,CHEMBL1865258,NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,diverse_background,270.72,-0.37,chembl
CHEMBL2105516,CHEMBL2105516,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)(Cl)Cl)NS2(=O)=O,diverse_background,415.11,1.39,chembl
CHEMBL2105454,CHEMBL2105454,CN(CCO)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1,diverse_background,360.84,2.46,chembl
CHEMBL1200779,CHEMBL1200779,CS(=O)(=O)O.N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,diverse_background,512.47,1.4,chembl
CHEMBL224265,CHEMBL224265,NC(=S)N/N=C/c1cccnc1,diverse_background,180.24,0.25,chembl
CHEMBL65717,CHEMBL65717,Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,diverse_background,262.35,2.21,chembl
CHEMBL3989905,CHEMBL3989905,CN1CC2Cc3ccc(Cl)cc3C(c3ccccc3)C2C1,diverse_background,297.83,4.21,chembl
CHEMBL3182437,CHEMBL3182437,Cc1cnc(-c2ccccc2C(C)C)nc1NCc1ccc(-n2ccnn2)cc1,diverse_background,384.49,4.77,chembl
CHEMBL2107046,CHEMBL2107046,CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1.COS(=O)(=O)[O-],diverse_background,415.55,2.69,chembl
CHEMBL1484857,CHEMBL1484857,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,diverse_background,355.4,1.75,chembl
CHEMBL1200756,CHEMBL1200756,Cc1ncc(CO)c(CO)c1O.Cl,diverse_background,205.64,0.5,chembl
CHEMBL2104180,CHEMBL2104180,Cc1cc(C)c(C2CCCCC2)c(O)c1,diverse_background,204.31,4.06,chembl
CHEMBL2104144,CHEMBL2104144,COC1(C)CC(c2ccccc2)c2c(c3ccccc3oc2=O)O1,diverse_background,322.36,4.07,chembl
CHEMBL3544537,CHEMBL3544537,Oc1ccc(C(c2ccc(O)cc2)c2ccccn2)cc1,diverse_background,277.32,3.67,chembl
CHEMBL2110903,CHEMBL2110903,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,diverse_background,326.42,2.31,chembl
CHEMBL112687,CHEMBL112687,CC(=O)Nc1ccc(C(=O)O)cc1,diverse_background,179.18,1.34,chembl
CHEMBL2105976,CHEMBL2105976,CC(C)NCC(O)COc1ccc(OCCOCC2CC2)cc1.Cl,diverse_background,359.89,2.65,chembl
CHEMBL2104835,CHEMBL2104835,CCC(C)C(C(=O)OC1CCN(C)CC1)c1ccccc1,diverse_background,289.42,3.45,chembl
CHEMBL303933,CHEMBL303933,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,diverse_background,535.52,5.42,chembl
CHEMBL1971943,CHEMBL1971943,Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,diverse_background,402.79,4.71,chembl
CHEMBL1716983,CHEMBL1716983,C[n+]1ccc(C(=O)NCc2ccccc2)cc1.[I-],diverse_background,354.19,-1.55,chembl
CHEMBL593262,CHEMBL593262,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2nccs2)cc1,diverse_background,285.31,1.85,chembl
CHEMBL1620144,CHEMBL1620144,CNC(=O)OCc1cccc(COC(=O)NC)n1,diverse_background,253.26,0.79,chembl
CHEMBL1416586,CHEMBL1416586,CN1CCC(n2[nH]c(-c3ccccc3)c(Cc3ccccc3)c2=O)CC1,diverse_background,347.46,3.7,chembl
CHEMBL1200479,CHEMBL1200479,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl,diverse_background,345.96,4.82,chembl
CHEMBL1788402,CHEMBL1788402,O=S(=O)(O)c1cc(I)c(O)c2ncccc12,diverse_background,351.12,1.79,chembl
CHEMBL459008,CHEMBL459008,CCCCOC(=O)c1ccc(O)cc1,diverse_background,194.23,2.35,chembl
CHEMBL1368146,CHEMBL1368146,O=C(O)c1ccc(S(=O)(=O)N(Cl)Cl)cc1,diverse_background,270.09,1.68,chembl
CHEMBL608806,CHEMBL608806,CCOC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,diverse_background,317.38,2.26,chembl
CHEMBL2064455,CHEMBL2064455,Nc1ccn([C@@H]2C(F)=C(CO)[C@@H](O)[C@H]2O)c(=O)n1,diverse_background,257.22,-1.68,chembl
CHEMBL3301665,CHEMBL3301665,CC(=O)[N-]S(=O)(=O)c1cc(N)ccc1S(=O)(=O)c1ccc(N)cc1.[Na+],diverse_background,391.41,-1.7,chembl
CHEMBL2106957,CHEMBL2106957,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1C,diverse_background,397.93,1.28,chembl
CHEMBL417546,CHEMBL417546,Cc1ccc(S(=O)(=O)NN=C(N)N)cc1,diverse_background,228.28,-0.54,chembl
CHEMBL2106223,CHEMBL2106223,C[N+]1(CC2COC(c3ccccc3)(c3ccccc3)O2)CCCCC1.[I-],diverse_background,465.38,0.94,chembl
CHEMBL747,CHEMBL747,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,diverse_background,251.72,1.53,chembl
CHEMBL50889,CHEMBL50889,COc1ccc(S(=O)(=O)NN=C(N)N)cc1,diverse_background,244.28,-0.84,chembl
CHEMBL1088016,CHEMBL1088016,[NH-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],diverse_background,521.12,2.34,chembl
CHEMBL1080588,CHEMBL1080588,FC(F)c1ncn2c1Cn1ncnc1-c1cc(Br)ccc1-2,diverse_background,352.14,3.19,chembl
CHEMBL141305,CHEMBL141305,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,diverse_background,364.44,5.3,chembl
CHEMBL2219733,CHEMBL2219733,C1CNCCN1.O=P(O)(O)O,diverse_background,184.13,-1.75,chembl
CHEMBL2152944,CHEMBL2152944,O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ccc(OC[C@H](O)CO)cc21,diverse_background,425.43,3.77,chembl
CHEMBL599870,CHEMBL599870,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,diverse_background,383.9,0.94,chembl
CHEMBL3707214,CHEMBL3707214,O=C(ON1CCOCC1)c1ccccc1O,diverse_background,223.23,0.8,chembl
CHEMBL26630,CHEMBL26630,Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1C,diverse_background,267.31,1.67,chembl
CHEMBL740,CHEMBL740,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C=O)CC3)cc21,diverse_background,347.35,1.14,chembl
CHEMBL4802144,CHEMBL4802144,C=CC[C@@]12CCCN1C(=O)CNC2=O,diverse_background,194.23,0.05,chembl
CHEMBL1200621,CHEMBL1200621,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,diverse_background,485.49,0.47,chembl
CHEMBL432326,CHEMBL432326,N=C(N)NNS(=O)(=O)c1cccc(N)c1,diverse_background,229.26,-1.05,chembl
CHEMBL486873,CHEMBL486873,COP(=O)(CNC1(C(=O)O)CCCC1)OC,diverse_background,251.22,1.42,chembl
CHEMBL2107180,CHEMBL2107180,C[S+](C)CCOC(=O)C(c1ccccc1)C1CCCCC1.[I-],diverse_background,434.38,0.78,chembl
CHEMBL314083,CHEMBL314083,c1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,diverse_background,309.37,4.87,chembl
CHEMBL487883,CHEMBL487883,COP(=O)(CNC1(C(=O)O)CCCCCC1)OC,diverse_background,279.27,2.2,chembl
CHEMBL252151,CHEMBL252151,O=C(N/N=C/c1ccccn1)c1ccccc1,diverse_background,225.25,1.85,chembl
CHEMBL1201110,CHEMBL1201110,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21.Cl,diverse_background,360.8,-0.38,chembl
CHEMBL488025,CHEMBL488025,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,diverse_background,372.42,4.03,chembl
CHEMBL2105174,CHEMBL2105174,CC(C)c1[nH]c2ccccc2c1C(=O)c1cccnc1,diverse_background,264.33,3.92,chembl
CHEMBL574,CHEMBL574,Cc1ccc(S(N)(=O)=O)cc1,diverse_background,171.22,0.64,chembl
CHEMBL4297349,CHEMBL4297349,C[C@@H]1NC(=O)[C@H](CC(=O)O)NC1=O,diverse_background,186.17,-1.54,chembl
CHEMBL1742440,CHEMBL1742440,CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1,diverse_background,348.44,2.86,chembl
CHEMBL2105318,CHEMBL2105318,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,diverse_background,414.59,5.9,chembl
CHEMBL1624767,CHEMBL1624767,O=S(=O)(O)CC(S)CS,diverse_background,188.3,0.1,chembl
CHEMBL4435170,CHEMBL4435170,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,diverse_background,425.47,1.73,chembl
CHEMBL1086595,CHEMBL1086595,[NH-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],diverse_background,321.1,-0.2,chembl
CHEMBL31167,CHEMBL31167,CCCCCCCCCCCCCNc1ccc(C(=O)[O-])cc1.[Na+],diverse_background,341.47,1.78,chembl
CHEMBL2104575,CHEMBL2104575,O=c1cc(CN2CCOCC2)c2ccc(O)cc2o1,diverse_background,261.28,1.33,chembl
CHEMBL52109,CHEMBL52109,Cc1cc(C)c(S(=O)(=O)NN=C(N)N)c(C)c1,diverse_background,256.33,0.08,chembl
CHEMBL2104164,CHEMBL2104164,NC(=O)CN1Cc2ccccc2OC1=O,diverse_background,206.2,0.49,chembl
CHEMBL357440,CHEMBL357440,CC(C)(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,diverse_background,370.84,4.04,chembl
CHEMBL605003,CHEMBL605003,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,diverse_background,371.46,2.64,chembl
CHEMBL2111184,CHEMBL2111184,CC1Oc2ccccc2CC1N(C)C,diverse_background,191.27,1.94,chembl
CHEMBL2107203,CHEMBL2107203,CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1,diverse_background,401.43,1.96,chembl
CHEMBL2105900,CHEMBL2105900,Cl.OC(c1ccccc1)(c1ccccc1)C1CCNCC1,diverse_background,303.83,3.34,chembl
CHEMBL2110938,CHEMBL2110938,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,diverse_background,267.37,3.06,chembl
CHEMBL2110883,CHEMBL2110883,CC(C)C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(c1ccccc1)C1CCCC1)C2,diverse_background,384.58,5.3,chembl
CHEMBL1987518,CHEMBL1987518,O=S(=O)(O)c1ccc2[nH]c(-c3ccccc3)nc2c1,diverse_background,274.3,2.48,chembl
CHEMBL6068564,CHEMBL6068564,CN(C)C1CCN(C(=O)C[C@H](O)c2nccn2C)CC1,diverse_background,280.37,0.4,chembl
CHEMBL478117,CHEMBL478117,O=C(CCCCCn1cc(-c2cccnc2)nn1)NO,diverse_background,275.31,1.41,chembl
CHEMBL179200,CHEMBL179200,Cc1cccnc1-c1cccnc1,diverse_background,170.22,2.45,chembl
CHEMBL1200522,CHEMBL1200522,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,diverse_background,310.39,4.45,chembl
CHEMBL2105128,CHEMBL2105128,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N=CNS2(=O)=O,diverse_background,329.28,0.3,chembl
CHEMBL1192491,CHEMBL1192491,OC1(c2cccc(Cl)c2)C2=NCCCN2c2ccccc21,diverse_background,298.77,3.2,chembl
CHEMBL1673148,CHEMBL1673148,C[N+](C)(CCOc1ccccc1)Cc1ccccc1.O=C([O-])c1cc2ccccc2cc1O,diverse_background,443.54,4.25,chembl
CHEMBL5314557,CHEMBL5314557,Cc1cc(C)c2c(n1)CN(C(=O)CC1CN(c3ccnc(C(F)(F)F)c3)C1)C2,diverse_background,390.41,3.48,chembl
